influencer_id,basis,rate,orders,total_payout
6571,post,1000,2,1000
6572,order,50,2473,123650
6573,post,1000,4418,1000
6574,order,50,4213,210650
6575,order,50,958,47900
6576,post,1000,2272,1000
6577,order,50,3023,151150
6578,post,1000,2875,1000
6579,order,50,4817,240850
6580,post,1000,4274,1000
6581,post,1000,887,1000
6582,order,50,4261,213050
6583,post,1000,3645,1000
6584,post,1000,141,1000
6585,order,50,4757,237850
6586,post,1000,1580,1000
6587,order,50,803,40150
6588,order,50,3182,159100
6589,order,50,2117,105850
6590,order,50,2509,125450
6591,post,1000,4102,1000
6592,order,50,864,43200
6593,post,1000,2282,1000
6594,order,50,3414,170700
6595,order,50,4320,216000
6596,post,1000,4393,1000
6597,order,50,2224,111200
6598,post,1000,2767,1000
6599,order,50,1183,59150
6600,order,50,4954,247700
6601,post,1000,3014,1000
6602,post,1000,4707,1000
6603,order,50,2716,135800
6604,order,50,2507,125350
6605,post,1000,4734,1000
6606,order,50,3168,158400
6607,post,1000,3569,1000
6608,order,50,2706,135300
6609,post,1000,3068,1000
6610,post,1000,4922,1000
6611,post,1000,2331,1000
6612,order,50,2899,144950
6613,order,50,2806,140300
6614,post,1000,1029,1000
6615,order,50,3732,186600
6616,post,1000,1227,1000
6617,order,50,3341,167050
6618,post,1000,973,1000
6619,post,1000,4999,1000
6620,post,1000,2847,1000
6621,order,50,4148,207400
6622,order,50,4804,240200
6623,post,1000,1641,1000
6624,order,50,2400,120000
6625,post,1000,557,1000
6626,order,50,1309,65450
6627,order,50,3866,193300
6628,post,1000,21,1000
6629,order,50,1324,66200
6630,order,50,15,750
6631,post,1000,1681,1000
6632,order,50,1531,76550
6633,post,1000,4057,1000
6634,order,50,4822,241100
6635,order,50,1299,64950
6636,post,1000,4202,1000
6637,order,50,1974,98700
6638,post,1000,1763,1000
6639,order,50,743,37150
6640,post,1000,847,1000
6641,post,1000,2672,1000
6642,post,1000,4442,1000
6643,order,50,2826,141300
6644,post,1000,442,1000
6645,post,1000,2097,1000
6646,order,50,4828,241400
6647,order,50,150,7500
6648,post,1000,2828,1000
6649,order,50,12,600
6650,post,1000,1869,1000
6651,order,50,26,1300
6652,post,1000,3482,1000
6653,post,1000,1227,1000
6654,order,50,3241,162050
6655,order,50,1085,54250
6656,order,50,4933,246650
6657,order,50,3075,153750
6658,order,50,4622,231100
6659,order,50,3732,186600
6660,order,50,4883,244150
6661,order,50,2162,108100
6662,post,1000,1501,1000
6663,post,1000,4978,1000
6664,post,1000,2827,1000
6665,order,50,4757,237850
6666,post,1000,1525,1000
6667,order,50,1773,88650
6668,order,50,684,34200
6669,post,1000,4765,1000
6670,post,1000,3726,1000
6671,post,1000,2184,1000
6672,order,50,1908,95400
6673,order,50,1427,71350
6674,order,50,4987,249350
6675,order,50,2433,121650
6676,post,1000,4297,1000
6677,order,50,4684,234200
6678,order,50,135,6750
6679,post,1000,3301,1000
6680,order,50,402,20100
6681,post,1000,4727,1000
6682,order,50,3644,182200
6683,order,50,3745,187250
6684,order,50,3094,154700
6685,post,1000,4496,1000
6686,order,50,1950,97500
6687,order,50,623,31150
6688,order,50,471,23550
6689,order,50,2177,108850
6690,order,50,2939,146950
6691,post,1000,1691,1000
6692,order,50,2072,103600
6693,post,1000,2708,1000
6694,order,50,3408,170400
6695,post,1000,2213,1000
6696,post,1000,646,1000
6697,order,50,631,31550
6698,post,1000,4036,1000
6699,post,1000,2599,1000
6700,order,50,2457,122850
6701,post,1000,1698,1000
6702,order,50,3716,185800
6703,order,50,2078,103900
6704,order,50,2273,113650
6705,post,1000,2912,1000
6706,order,50,4152,207600
6707,post,1000,3370,1000
6708,post,1000,3290,1000
6709,post,1000,3281,1000
6710,post,1000,4140,1000
6711,post,1000,33,1000
6712,post,1000,2426,1000
6713,post,1000,2038,1000
6714,post,1000,3353,1000
6715,order,50,1676,83800
6716,post,1000,2177,1000
6717,post,1000,2987,1000
6718,post,1000,1399,1000
6719,post,1000,4407,1000
6720,order,50,3047,152350
6721,order,50,4034,201700
6722,post,1000,266,1000
6723,order,50,3586,179300
6724,order,50,4539,226950
6725,post,1000,914,1000
6726,order,50,252,12600
6727,post,1000,2001,1000
6728,order,50,1731,86550
6729,order,50,2118,105900
6730,post,1000,28,1000
6731,post,1000,2232,1000
6732,post,1000,3374,1000
6733,order,50,4701,235050
6734,order,50,3704,185200
6735,order,50,38,1900
6736,order,50,3977,198850
6737,post,1000,4075,1000
6738,post,1000,2572,1000
6739,order,50,2130,106500
6740,order,50,1311,65550
6741,post,1000,2693,1000
6742,post,1000,976,1000
6743,post,1000,49,1000
6744,order,50,4652,232600
6745,order,50,2977,148850
6746,post,1000,3301,1000
6747,post,1000,2145,1000
6748,order,50,651,32550
6749,post,1000,4535,1000
6750,post,1000,3285,1000
6751,order,50,131,6550
6752,post,1000,1340,1000
6753,order,50,453,22650
6754,order,50,3906,195300
6755,post,1000,1604,1000
6756,post,1000,4995,1000
6757,post,1000,2601,1000
6758,order,50,1345,67250
6759,post,1000,949,1000
6760,post,1000,3441,1000
6761,post,1000,3193,1000
6762,post,1000,4095,1000
6763,order,50,4421,221050
6764,order,50,1522,76100
6765,post,1000,607,1000
6766,post,1000,3311,1000
6767,order,50,2871,143550
6768,order,50,2575,128750
6769,post,1000,872,1000
6770,order,50,3290,164500
6771,post,1000,2061,1000
6772,order,50,4593,229650
6773,post,1000,3335,1000
6774,post,1000,1839,1000
6775,post,1000,3385,1000
6776,order,50,3795,189750
6777,post,1000,4158,1000
6778,post,1000,3776,1000
6779,post,1000,2303,1000
6780,post,1000,675,1000
6781,post,1000,2076,1000
6782,post,1000,4383,1000
6783,order,50,1803,90150
6784,post,1000,4019,1000
6785,post,1000,497,1000
6786,post,1000,2342,1000
6787,order,50,2498,124900
6788,order,50,3926,196300
6789,post,1000,4208,1000
6790,order,50,305,15250
6791,order,50,2464,123200
6792,order,50,1854,92700
6793,order,50,3362,168100
6794,order,50,744,37200
6795,order,50,2859,142950
6796,order,50,1837,91850
6797,post,1000,773,1000
6798,post,1000,898,1000
6799,post,1000,3077,1000
6800,post,1000,4940,1000
6801,post,1000,1792,1000
6802,post,1000,4858,1000
6803,post,1000,1779,1000
6804,order,50,24,1200
6805,order,50,3536,176800
6806,order,50,1484,74200
6807,order,50,812,40600
6808,order,50,4828,241400
6809,post,1000,1551,1000
6810,order,50,950,47500
6811,order,50,2050,102500
6812,post,1000,3648,1000
6813,post,1000,1462,1000
6814,order,50,4231,211550
6815,order,50,4301,215050
6816,order,50,2671,133550
6817,order,50,652,32600
6818,order,50,3097,154850
6819,post,1000,282,1000
6820,order,50,882,44100
6821,order,50,3395,169750
6822,post,1000,1485,1000
6823,order,50,3806,190300
6824,order,50,4896,244800
6825,order,50,1848,92400
6826,order,50,3519,175950
6827,post,1000,4818,1000
6828,post,1000,3676,1000
6829,post,1000,1761,1000
6830,order,50,3724,186200
6831,order,50,4172,208600
6832,order,50,1933,96650
6833,order,50,4666,233300
6834,order,50,4612,230600
6835,post,1000,2190,1000
6836,order,50,1909,95450
6837,order,50,2112,105600
6838,post,1000,3782,1000
6839,post,1000,2446,1000
6840,post,1000,590,1000
6841,order,50,3180,159000
6842,post,1000,1139,1000
6843,post,1000,3666,1000
6844,post,1000,3187,1000
6845,post,1000,1720,1000
6846,post,1000,514,1000
6847,post,1000,688,1000
6848,post,1000,1382,1000
6849,post,1000,3379,1000
6850,post,1000,2082,1000
6851,order,50,273,13650
6852,post,1000,2671,1000
6853,order,50,4101,205050
6854,post,1000,1763,1000
6855,order,50,3210,160500
6856,order,50,1008,50400
6857,order,50,150,7500
6858,post,1000,1156,1000
6859,post,1000,3941,1000
6860,order,50,3876,193800
6861,post,1000,2746,1000
6862,order,50,2997,149850
6863,post,1000,3610,1000
6864,post,1000,2273,1000
6865,post,1000,2036,1000
6866,post,1000,1159,1000
6867,post,1000,975,1000
6868,order,50,1069,53450
6869,order,50,4371,218550
6870,order,50,3461,173050
6871,order,50,2468,123400
6872,order,50,3086,154300
6873,post,1000,62,1000
6874,order,50,1448,72400
6875,order,50,158,7900
6876,order,50,1795,89750
6877,post,1000,525,1000
6878,order,50,3228,161400
6879,order,50,4278,213900
6880,post,1000,3023,1000
6881,order,50,4600,230000
6882,post,1000,843,1000
6883,order,50,746,37300
6884,order,50,1944,97200
6885,post,1000,1549,1000
6886,order,50,4313,215650
6887,order,50,4704,235200
6888,order,50,1417,70850
6889,post,1000,4702,1000
6890,post,1000,2396,1000
6891,order,50,4281,214050
6892,post,1000,2067,1000
6893,post,1000,3723,1000
6894,order,50,3289,164450
6895,order,50,4080,204000
6896,order,50,1051,52550
6897,order,50,2471,123550
6898,order,50,3092,154600
6899,order,50,228,11400
6900,post,1000,2266,1000
6901,order,50,4496,224800
6902,order,50,209,10450
6903,post,1000,4753,1000
6904,post,1000,2105,1000
6905,order,50,824,41200
6906,order,50,349,17450
6907,order,50,1628,81400
6908,post,1000,715,1000
6909,order,50,1171,58550
6910,order,50,3416,170800
6911,post,1000,4796,1000
6912,order,50,3208,160400
6913,order,50,263,13150
6914,post,1000,133,1000
6915,order,50,639,31950
6916,post,1000,4859,1000
6917,order,50,4282,214100
6918,post,1000,2255,1000
6919,post,1000,4955,1000
6920,post,1000,2143,1000
6921,order,50,4815,240750
6922,order,50,4922,246100
6923,order,50,139,6950
6924,order,50,2379,118950
6925,order,50,2458,122900
6926,post,1000,1080,1000
6927,post,1000,3115,1000
6928,order,50,4024,201200
6929,order,50,2031,101550
6930,order,50,3315,165750
6931,order,50,1027,51350
6932,order,50,3409,170450
6933,post,1000,1237,1000
6934,order,50,2936,146800
6935,order,50,4786,239300
6936,order,50,3330,166500
6937,order,50,3937,196850
6938,order,50,1555,77750
6939,post,1000,2463,1000
6940,post,1000,3389,1000
6941,order,50,4472,223600
6942,order,50,3508,175400
6943,order,50,4411,220550
6944,order,50,3379,168950
6945,post,1000,3814,1000
6946,order,50,3777,188850
6947,order,50,4215,210750
6948,order,50,3160,158000
6949,post,1000,4434,1000
6950,post,1000,2837,1000
6951,post,1000,2839,1000
6952,order,50,1382,69100
6953,order,50,1659,82950
6954,post,1000,3667,1000
6955,post,1000,2354,1000
6956,post,1000,2701,1000
6957,post,1000,2813,1000
6958,post,1000,503,1000
6959,post,1000,1791,1000
6960,post,1000,1383,1000
6961,order,50,3422,171100
6962,order,50,2558,127900
6963,post,1000,3231,1000
6964,post,1000,3927,1000
6965,post,1000,3483,1000
6966,post,1000,273,1000
6967,post,1000,3636,1000
6968,order,50,2679,133950
6969,order,50,3368,168400
6970,post,1000,2477,1000
6971,post,1000,3113,1000
6972,post,1000,2712,1000
6973,post,1000,1816,1000
6974,order,50,2831,141550
6975,post,1000,3594,1000
6976,post,1000,2771,1000
6977,order,50,4030,201500
6978,post,1000,4380,1000
6979,post,1000,1696,1000
6980,post,1000,2586,1000
6981,order,50,2233,111650
6982,post,1000,4810,1000
6983,post,1000,208,1000
6984,order,50,866,43300
6985,order,50,340,17000
6986,post,1000,3386,1000
6987,order,50,252,12600
6988,order,50,415,20750
6989,post,1000,2644,1000
6990,post,1000,298,1000
6991,order,50,63,3150
6992,order,50,1053,52650
6993,order,50,3417,170850
6994,post,1000,237,1000
6995,order,50,3949,197450
6996,order,50,2816,140800
6997,post,1000,1496,1000
6998,order,50,4290,214500
6999,post,1000,270,1000
7000,post,1000,3708,1000
7001,order,50,3645,182250
7002,order,50,751,37550
7003,post,1000,274,1000
7004,order,50,4587,229350
7005,post,1000,2771,1000
7006,post,1000,3444,1000
7007,order,50,641,32050
7008,order,50,4865,243250
7009,post,1000,1938,1000
7010,post,1000,4712,1000
7011,order,50,519,25950
7012,order,50,2634,131700
7013,order,50,4678,233900
7014,post,1000,868,1000
7015,post,1000,884,1000
7016,post,1000,3815,1000
7017,order,50,1400,70000
7018,order,50,2524,126200
7019,order,50,4822,241100
7020,post,1000,1271,1000
7021,post,1000,3824,1000
7022,post,1000,1243,1000
7023,order,50,3952,197600
7024,order,50,3474,173700
7025,post,1000,4974,1000
7026,post,1000,2578,1000
7027,post,1000,4824,1000
7028,order,50,4025,201250
7029,post,1000,3938,1000
7030,order,50,1747,87350
7031,order,50,3418,170900
7032,post,1000,2535,1000
7033,order,50,4250,212500
7034,order,50,2692,134600
7035,order,50,20,1000
7036,order,50,1166,58300
7037,post,1000,2303,1000
7038,order,50,4842,242100
7039,post,1000,4590,1000
7040,order,50,883,44150
7041,post,1000,2480,1000
7042,post,1000,219,1000
7043,order,50,4671,233550
7044,post,1000,3090,1000
7045,order,50,3379,168950
7046,order,50,1963,98150
7047,order,50,3163,158150
7048,order,50,194,9700
7049,order,50,566,28300
7050,order,50,2532,126600
7051,order,50,298,14900
7052,post,1000,218,1000
7053,order,50,2203,110150
7054,post,1000,475,1000
7055,order,50,554,27700
7056,post,1000,590,1000
7057,post,1000,1443,1000
7058,order,50,4245,212250
7059,post,1000,2293,1000
7060,post,1000,1430,1000
7061,order,50,953,47650
7062,order,50,4763,238150
7063,post,1000,209,1000
7064,post,1000,3951,1000
7065,post,1000,1636,1000
7066,order,50,1428,71400
7067,post,1000,4031,1000
7068,order,50,4303,215150
7069,order,50,3947,197350
7070,order,50,2576,128800
7071,order,50,227,11350
7072,post,1000,1066,1000
7073,post,1000,4966,1000
7074,post,1000,3475,1000
7075,post,1000,2635,1000
7076,post,1000,1162,1000
7077,post,1000,4743,1000
7078,order,50,4386,219300
7079,order,50,3298,164900
7080,order,50,3743,187150
7081,post,1000,1279,1000
7082,order,50,108,5400
7083,order,50,1790,89500
7084,order,50,3042,152100
7085,post,1000,1431,1000
7086,post,1000,3818,1000
7087,post,1000,1839,1000
7088,post,1000,4418,1000
7089,order,50,2243,112150
7090,post,1000,202,1000
7091,post,1000,1504,1000
7092,order,50,2950,147500
7093,order,50,1170,58500
7094,order,50,345,17250
7095,order,50,3115,155750
7096,order,50,3100,155000
7097,post,1000,4782,1000
7098,post,1000,1127,1000
7099,order,50,4707,235350
7100,post,1000,3111,1000
7101,post,1000,4761,1000
7102,post,1000,1109,1000
7103,post,1000,4923,1000
7104,post,1000,1965,1000
7105,post,1000,294,1000
7106,order,50,2626,131300
7107,order,50,321,16050
7108,order,50,3189,159450
7109,order,50,3143,157150
7110,order,50,1055,52750
7111,post,1000,2713,1000
7112,order,50,1288,64400
7113,order,50,3285,164250
7114,order,50,2929,146450
7115,post,1000,4798,1000
7116,post,1000,3048,1000
7117,post,1000,3927,1000
7118,post,1000,2761,1000
7119,order,50,2590,129500
7120,order,50,4879,243950
7121,post,1000,4332,1000
7122,order,50,696,34800
7123,order,50,3931,196550
7124,post,1000,714,1000
7125,order,50,4850,242500
7126,order,50,329,16450
7127,post,1000,3287,1000
7128,order,50,4587,229350
7129,order,50,1905,95250
7130,post,1000,2722,1000
7131,order,50,3128,156400
7132,post,1000,4752,1000
7133,order,50,4159,207950
7134,post,1000,2649,1000
7135,post,1000,4414,1000
7136,order,50,4118,205900
7137,order,50,3182,159100
7138,order,50,512,25600
7139,order,50,4071,203550
7140,order,50,2769,138450
7141,order,50,2728,136400
7142,order,50,915,45750
7143,order,50,1494,74700
7144,order,50,2312,115600
7145,post,1000,1237,1000
7146,post,1000,1452,1000
7147,post,1000,2033,1000
7148,post,1000,3581,1000
7149,post,1000,1775,1000
7150,order,50,2679,133950
7151,post,1000,1214,1000
7152,order,50,2819,140950
7153,order,50,3841,192050
7154,order,50,2619,130950
7155,order,50,203,10150
7156,order,50,4555,227750
7157,post,1000,670,1000
7158,post,1000,3239,1000
7159,post,1000,553,1000
7160,post,1000,4542,1000
7161,order,50,1756,87800
7162,order,50,3749,187450
7163,order,50,3951,197550
7164,order,50,4216,210800
7165,order,50,891,44550
7166,post,1000,4943,1000
7167,post,1000,102,1000
7168,order,50,2352,117600
7169,order,50,1642,82100
7170,post,1000,4450,1000
7171,order,50,1248,62400
7172,order,50,3282,164100
7173,post,1000,602,1000
7174,order,50,4313,215650
7175,order,50,1045,52250
7176,post,1000,4749,1000
7177,post,1000,1467,1000
7178,post,1000,4278,1000
7179,order,50,2052,102600
7180,post,1000,4373,1000
7181,post,1000,1932,1000
7182,post,1000,2107,1000
7183,post,1000,4611,1000
7184,post,1000,209,1000
7185,order,50,3813,190650
7186,order,50,3452,172600
7187,order,50,1369,68450
7188,post,1000,1804,1000
7189,order,50,4044,202200
7190,order,50,1191,59550
7191,order,50,1058,52900
7192,order,50,2260,113000
7193,order,50,4517,225850
7194,order,50,2387,119350
7195,order,50,4907,245350
7196,post,1000,360,1000
7197,order,50,277,13850
7198,order,50,1251,62550
7199,order,50,2503,125150
7200,post,1000,3790,1000
7201,order,50,619,30950
7202,order,50,2742,137100
7203,order,50,4443,222150
7204,order,50,2,100
7205,post,1000,469,1000
7206,order,50,2548,127400
7207,order,50,436,21800
7208,order,50,2639,131950
7209,order,50,669,33450
7210,post,1000,1942,1000
7211,post,1000,919,1000
7212,order,50,921,46050
7213,post,1000,786,1000
7214,post,1000,4299,1000
7215,post,1000,1272,1000
7216,post,1000,4193,1000
7217,order,50,3133,156650
7218,post,1000,3493,1000
7219,post,1000,3783,1000
7220,post,1000,3238,1000
7221,order,50,362,18100
7222,order,50,2077,103850
7223,order,50,2039,101950
7224,order,50,4289,214450
7225,post,1000,3398,1000
7226,order,50,1999,99950
7227,order,50,3033,151650
7228,post,1000,4149,1000
7229,post,1000,2566,1000
7230,post,1000,1188,1000
7231,order,50,2639,131950
7232,order,50,2259,112950
7233,post,1000,2984,1000
7234,post,1000,2598,1000
7235,order,50,153,7650
7236,post,1000,2265,1000
7237,order,50,4104,205200
7238,order,50,4194,209700
7239,order,50,3229,161450
7240,post,1000,4360,1000
7241,order,50,61,3050
7242,order,50,3180,159000
7243,post,1000,2098,1000
7244,order,50,4385,219250
7245,order,50,272,13600
7246,order,50,1275,63750
7247,post,1000,1112,1000
7248,order,50,1428,71400
7249,post,1000,1669,1000
7250,post,1000,3677,1000
7251,post,1000,1209,1000
7252,order,50,730,36500
7253,order,50,3805,190250
7254,order,50,4802,240100
7255,post,1000,1353,1000
7256,order,50,700,35000
7257,order,50,2475,123750
7258,post,1000,1422,1000
7259,post,1000,3749,1000
7260,order,50,1399,69950
7261,post,1000,1276,1000
7262,post,1000,1421,1000
7263,post,1000,320,1000
7264,post,1000,722,1000
7265,post,1000,1408,1000
7266,post,1000,2670,1000
7267,order,50,887,44350
7268,order,50,1637,81850
7269,post,1000,252,1000
7270,order,50,2365,118250
7271,post,1000,4500,1000
7272,post,1000,506,1000
7273,order,50,2450,122500
7274,post,1000,2040,1000
7275,post,1000,3111,1000
7276,order,50,2103,105150
7277,order,50,4575,228750
7278,post,1000,4767,1000
7279,order,50,1682,84100
7280,order,50,1745,87250
7281,order,50,3037,151850
7282,order,50,907,45350
7283,post,1000,1587,1000
7284,order,50,1690,84500
7285,order,50,4337,216850
7286,post,1000,2925,1000
7287,post,1000,1058,1000
7288,post,1000,4246,1000
7289,order,50,2032,101600
7290,post,1000,3518,1000
7291,post,1000,3277,1000
7292,post,1000,4118,1000
7293,order,50,301,15050
7294,order,50,1149,57450
7295,order,50,1356,67800
7296,post,1000,2863,1000
7297,order,50,3076,153800
7298,order,50,3130,156500
7299,order,50,617,30850
7300,order,50,4264,213200
7301,order,50,1726,86300
7302,post,1000,1471,1000
7303,order,50,3795,189750
7304,order,50,3989,199450
7305,post,1000,2985,1000
7306,order,50,1360,68000
7307,post,1000,3583,1000
7308,post,1000,2129,1000
7309,post,1000,1135,1000
7310,post,1000,3030,1000
7311,order,50,4305,215250
7312,post,1000,900,1000
7313,post,1000,2357,1000
7314,order,50,1682,84100
7315,post,1000,1892,1000
7316,order,50,1888,94400
7317,order,50,7,350
7318,order,50,2603,130150
7319,post,1000,1908,1000
7320,post,1000,3756,1000
7321,post,1000,570,1000
7322,post,1000,4686,1000
7323,post,1000,294,1000
7324,post,1000,320,1000
7325,post,1000,3058,1000
7326,order,50,3343,167150
7327,order,50,2166,108300
7328,order,50,1997,99850
7329,order,50,1800,90000
7330,post,1000,2161,1000
7331,post,1000,2059,1000
7332,post,1000,1943,1000
7333,post,1000,4097,1000
7334,order,50,2506,125300
7335,order,50,2242,112100
7336,post,1000,630,1000
7337,order,50,4778,238900
7338,order,50,3793,189650
7339,order,50,964,48200
7340,post,1000,2964,1000
7341,order,50,1006,50300
7342,order,50,1228,61400
7343,post,1000,4929,1000
7344,order,50,2251,112550
7345,order,50,1293,64650
7346,order,50,591,29550
7347,order,50,1920,96000
7348,post,1000,426,1000
7349,post,1000,2803,1000
7350,order,50,2040,102000
7351,post,1000,1823,1000
7352,order,50,2436,121800
7353,order,50,476,23800
7354,post,1000,1542,1000
7355,post,1000,765,1000
7356,post,1000,3997,1000
7357,order,50,576,28800
7358,order,50,3007,150350
7359,order,50,1127,56350
7360,order,50,2929,146450
7361,order,50,2090,104500
7362,order,50,177,8850
7363,order,50,1335,66750
7364,post,1000,1662,1000
7365,post,1000,3996,1000
7366,post,1000,4692,1000
7367,order,50,4125,206250
7368,order,50,684,34200
7369,post,1000,3174,1000
7370,post,1000,4726,1000
7371,order,50,3086,154300
7372,post,1000,24,1000
7373,post,1000,3974,1000
7374,post,1000,2337,1000
7375,post,1000,3551,1000
7376,order,50,3120,156000
7377,post,1000,4576,1000
7378,post,1000,677,1000
7379,post,1000,4065,1000
7380,order,50,446,22300
7381,order,50,3294,164700
7382,order,50,4677,233850
7383,post,1000,4857,1000
7384,order,50,2027,101350
7385,order,50,4981,249050
7386,order,50,807,40350
7387,post,1000,4088,1000
7388,order,50,3703,185150
7389,post,1000,2550,1000
7390,post,1000,429,1000
7391,order,50,174,8700
7392,order,50,3239,161950
7393,post,1000,4518,1000
7394,order,50,452,22600
7395,order,50,1451,72550
7396,post,1000,4825,1000
7397,post,1000,4929,1000
7398,order,50,341,17050
7399,post,1000,2864,1000
7400,order,50,2287,114350
7401,post,1000,2482,1000
7402,order,50,1423,71150
7403,order,50,2250,112500
7404,order,50,1081,54050
7405,post,1000,309,1000
7406,order,50,4014,200700
7407,post,1000,2716,1000
7408,post,1000,442,1000
7409,order,50,4722,236100
7410,order,50,667,33350
7411,post,1000,1042,1000
7412,post,1000,1628,1000
7413,order,50,1794,89700
7414,post,1000,3266,1000
7415,order,50,426,21300
7416,order,50,629,31450
7417,post,1000,579,1000
7418,order,50,1404,70200
7419,post,1000,2500,1000
7420,order,50,1447,72350
7421,post,1000,4219,1000
7422,order,50,2635,131750
7423,post,1000,3886,1000
7424,order,50,2156,107800
7425,order,50,1628,81400
7426,post,1000,312,1000
7427,post,1000,4123,1000
7428,post,1000,1042,1000
7429,order,50,3779,188950
7430,order,50,455,22750
7431,order,50,1055,52750
7432,post,1000,1479,1000
7433,order,50,2083,104150
7434,post,1000,4255,1000
7435,order,50,1053,52650
7436,order,50,496,24800
7437,post,1000,3804,1000
7438,order,50,2656,132800
7439,order,50,1543,77150
7440,order,50,109,5450
7441,post,1000,3026,1000
7442,order,50,2052,102600
7443,post,1000,2540,1000
7444,order,50,3265,163250
7445,order,50,538,26900
7446,order,50,3297,164850
7447,post,1000,2660,1000
7448,post,1000,58,1000
7449,order,50,2837,141850
7450,order,50,1469,73450
7451,post,1000,3944,1000
7452,order,50,1621,81050
7453,post,1000,2951,1000
7454,order,50,1754,87700
7455,post,1000,2434,1000
7456,post,1000,2872,1000
7457,post,1000,4848,1000
7458,order,50,2795,139750
7459,post,1000,4122,1000
7460,post,1000,4323,1000
7461,post,1000,2861,1000
7462,post,1000,4033,1000
7463,post,1000,926,1000
7464,post,1000,1212,1000
7465,post,1000,4490,1000
7466,post,1000,871,1000
7467,order,50,1637,81850
7468,post,1000,3929,1000
7469,order,50,4297,214850
7470,post,1000,2211,1000
7471,order,50,2075,103750
7472,post,1000,583,1000
7473,order,50,109,5450
7474,order,50,1344,67200
7475,order,50,4631,231550
7476,post,1000,1413,1000
7477,post,1000,1730,1000
7478,post,1000,1401,1000
7479,post,1000,4980,1000
7480,order,50,3183,159150
7481,order,50,454,22700
7482,post,1000,1800,1000
7483,post,1000,4012,1000
7484,order,50,3626,181300
7485,order,50,3150,157500
7486,order,50,761,38050
7487,post,1000,1347,1000
7488,post,1000,512,1000
7489,post,1000,278,1000
7490,post,1000,4522,1000
7491,order,50,2159,107950
7492,post,1000,4981,1000
7493,post,1000,1907,1000
7494,post,1000,749,1000
7495,post,1000,2685,1000
7496,post,1000,102,1000
7497,order,50,1851,92550
7498,post,1000,4111,1000
7499,order,50,3880,194000
7500,order,50,2509,125450
7501,post,1000,4367,1000
7502,order,50,3020,151000
7503,order,50,2110,105500
7504,order,50,2472,123600
7505,order,50,2293,114650
7506,order,50,2944,147200
7507,post,1000,306,1000
7508,post,1000,197,1000
7509,order,50,3889,194450
7510,post,1000,223,1000
7511,order,50,1499,74950
7512,order,50,3275,163750
7513,order,50,2385,119250
7514,post,1000,4467,1000
7515,order,50,2793,139650
7516,order,50,941,47050
7517,order,50,4703,235150
7518,order,50,3789,189450
7519,post,1000,2932,1000
7520,post,1000,1088,1000
7521,post,1000,2776,1000
7522,post,1000,972,1000
7523,post,1000,169,1000
7524,post,1000,4666,1000
7525,post,1000,1261,1000
7526,post,1000,3072,1000
7527,order,50,3217,160850
7528,order,50,2855,142750
7529,order,50,233,11650
7530,post,1000,3621,1000
7531,post,1000,2450,1000
7532,order,50,1511,75550
7533,post,1000,1950,1000
7534,order,50,3277,163850
7535,post,1000,757,1000
7536,order,50,4676,233800
7537,post,1000,355,1000
7538,post,1000,256,1000
7539,order,50,137,6850
7540,post,1000,2451,1000
7541,post,1000,413,1000
7542,order,50,3129,156450
7543,post,1000,4755,1000
7544,post,1000,3674,1000
7545,post,1000,1658,1000
7546,order,50,3343,167150
7547,post,1000,1390,1000
7548,post,1000,3154,1000
7549,order,50,4693,234650
7550,post,1000,4538,1000
7551,order,50,2487,124350
7552,order,50,2896,144800
7553,post,1000,768,1000
7554,order,50,2191,109550
7555,order,50,409,20450
7556,order,50,4620,231000
7557,post,1000,2550,1000
7558,post,1000,4608,1000
7559,post,1000,4660,1000
7560,order,50,753,37650
7561,order,50,4658,232900
7562,post,1000,2528,1000
7563,order,50,4299,214950
7564,post,1000,1476,1000
7565,order,50,2863,143150
7566,order,50,1911,95550
7567,post,1000,1792,1000
7568,order,50,914,45700
7569,order,50,4520,226000
7570,order,50,880,44000
7571,order,50,1879,93950
7572,post,1000,1733,1000
7573,post,1000,1346,1000
7574,order,50,40,2000
7575,post,1000,4075,1000
7576,order,50,1270,63500
7577,post,1000,2261,1000
7578,post,1000,2884,1000
7579,post,1000,2732,1000
7580,post,1000,2626,1000
7581,post,1000,3423,1000
7582,order,50,2316,115800
7583,post,1000,532,1000
7584,post,1000,1321,1000
7585,order,50,4327,216350
7586,order,50,1781,89050
7587,post,1000,189,1000
7588,post,1000,1716,1000
7589,post,1000,765,1000
7590,order,50,3122,156100
7591,post,1000,1047,1000
7592,order,50,1173,58650
7593,order,50,3986,199300
7594,post,1000,4268,1000
7595,order,50,3986,199300
7596,order,50,3492,174600
7597,order,50,207,10350
7598,post,1000,3998,1000
7599,post,1000,39,1000
7600,post,1000,777,1000
7601,post,1000,507,1000
7602,order,50,3432,171600
7603,order,50,4074,203700
7604,post,1000,2416,1000
7605,post,1000,3775,1000
7606,order,50,761,38050
7607,post,1000,3053,1000
7608,post,1000,3911,1000
7609,order,50,367,18350
7610,post,1000,1669,1000
7611,post,1000,1246,1000
7612,order,50,1425,71250
7613,order,50,3283,164150
7614,order,50,1895,94750
7615,order,50,1560,78000
7616,order,50,536,26800
7617,post,1000,244,1000
7618,order,50,1683,84150
7619,post,1000,2552,1000
7620,order,50,4157,207850
7621,post,1000,3749,1000
7622,post,1000,3906,1000
7623,post,1000,875,1000
